0,98398.3515625
1,60632.65625
2,42532.3164062
3,33972.1289062
4,24969.4960938
5,19410.9628906
6,20619.0761719
7,15382.8427734
8,14767.6816406
9,11996.3964844
10,12679.3789062
11,10879.9638672
12,10579.5195312
13,9651.15722656
14,9458.39257812
15,9635.07910156
16,8385.90625
17,8956.09570312
18,8652.57910156
19,7005.30664062
20,8122.73193359
21,7572.63183594
22,7896.71289062
23,6845.82324219
24,7291.78613281
25,6607.95019531
26,7025.11083984
27,6920.73144531
28,6485.6640625
29,6339.87207031
30,6074.79394531
31,6569.05908203
32,6202.05664062
33,6082.3203125
34,6401.89794922
35,5665.34960938
36,5735.44042969
37,5456.98046875
38,5332.51904297
39,5373.71777344
40,5371.49755859
41,4922.74511719
42,5018.94824219
43,5168.61376953
44,5302.06152344
45,5035.26464844
46,4837.92138672
47,5234.99560547
48,4659.35839844
49,4434.05517578
50,4936.88085938
51,4875.90087891
52,4441.00537109
53,4506.66210938
54,4687.60595703
55,4572.65527344
56,4301.62597656
57,4109.55029297
58,4308.06005859
59,4420.31542969
60,4349.33056641
61,3998.13818359
62,4466.86669922
63,4101.84277344
64,4670.9765625
65,4343.03662109
66,4026.70239258
67,3995.69018555
68,4035.578125
69,4229.59228516
70,3837.12158203
71,3709.86206055
72,3920.45874023
73,4012.81591797
74,3677.02685547
75,3765.49804688
76,3408.95385742
77,3750.14160156
78,3444.76928711
79,3698.13867188
80,3619.70385742
81,3751.80786133
82,3304.69042969
83,3415.70410156
84,3614.24609375
85,3290.98413086
86,3283.25488281
87,3147.1184082
88,3383.99389648
89,3322.72021484
90,3027.80297852
91,3020.13989258
92,3021.73413086
93,2963.93701172
94,3110.69799805
95,3171.93945312
96,2895.62011719
97,2980.93164062
98,2869.10473633
99,3011.47119141
100,2811.21118164
101,2686.53271484
102,2732.74438477
103,2637.98046875
104,2779.71459961
105,2438.00537109
106,2489.13964844
107,2576.18457031
108,2513.23144531
109,2257.68408203
110,2351.92382812
111,2405.48339844
112,2509.60839844
113,2288.36987305
114,2273.54516602
115,2352.63964844
116,2341.41674805
117,2423.7331543
118,2336.58105469
119,2205.17944336
120,2321.01000977
121,2261.30053711
122,2246.87231445
123,2363.13720703
124,2102.75512695
