0,4594.59
1,3862.7
2,3847.04
3,3520.71
4,3704.4
5,3715.9
6,3126.49
7,3051.44
8,2662.81
9,3093.12
10,3887.58
11,2973.57
12,2700.29
13,2535.84
14,2674.73
15,3285.51
16,5.3729e+09
17,2896.26
18,2616.44
19,2685.68
20,2840.85
21,2580.26
22,1836.14
23,2342.96
24,2700.9
25,2275.89
26,2307.43
27,2379.09
28,2577.05
29,1967.15
30,2501.32
31,2189.74
32,3178.15
33,2583.68
34,1955.29
35,2001.77
36,1788.56
37,1938.25
38,2073.36
39,1842.64
40,2065.25
41,1490.74
42,1740.29
43,1640.47
44,1816.28
45,1866.52
46,1602.0
47,1739.09
48,1647.18
49,1806.86
50,1229.81
51,1546.8
52,1498.75
53,1330.29
54,1384.54
55,1413.89
56,1319.04
57,1611.14
58,1269.64
59,2478.01
60,1799.0
61,1697.15
62,1743.38
63,2087.62
64,5.3729e+09
65,1840.32
66,1380.66
67,1085.12
68,1701.33
69,1782.07
70,1568.6
71,1110.88
72,992.744
73,1422.85
74,1334.36
75,1547.42
76,1341.16
77,1476.43
78,1277.18
79,1025.16
80,1057.81
81,1237.79
82,1338.74
83,1083.7
84,1170.91
85,1080.57
86,1133.8
87,1375.58
88,1684.77
89,1008.88
90,1534.62
91,1133.3
92,1171.56
93,1294.85
94,1127.76
95,1201.4
96,928.328
97,1609.84
98,1325.13
99,1182.07
100,1754.34
101,1164.54
102,1037.73
103,1128.24
104,979.795
105,5.37289e+09
106,1023.28
107,1014.6
108,981.631
109,1484.38
110,890.264
111,959.132
112,1002.7
113,1092.04
114,835.398
115,958.128
116,906.371
117,766.563
118,1278.48
119,837.672
120,817.672
121,1014.09
122,836.388
123,1005.12
124,1203.17
125,960.647
126,935.583
127,997.763
128,1187.89
129,949.577
130,1032.61
131,836.003
132,787.662
133,1327.37
134,859.05
135,800.14
136,999.892
137,981.097
138,1018.92
139,794.646
140,880.203
141,828.614
142,839.929
143,948.696
144,709.607
145,891.445
146,764.602
147,843.222
148,742.548
149,750.451
150,857.0
151,1047.35
152,893.251
153,768.659
154,700.01
155,712.037
156,723.151
157,600.911
158,701.754
159,786.821
160,747.121
161,672.055
162,697.992
163,828.904
164,678.255
165,682.634
166,713.369
167,668.988
168,722.758
169,648.216
170,631.182
171,688.895
172,752.541
173,714.292
174,923.689
175,752.137
176,844.957
177,680.124
178,679.894
179,822.179
180,666.564
181,751.271
182,811.937
183,724.319
184,750.319
185,763.972
186,642.938
187,708.877
188,626.033
189,551.144
190,5.37289e+09
191,601.23
192,621.034
193,690.604
194,588.943
195,647.112
196,853.794
197,756.245
198,774.543
199,684.715
200,691.486
201,584.85
202,630.148
203,829.39
204,633.253
205,560.705
206,596.725
207,677.678
208,1069.22
209,657.518
210,612.577
211,655.851
212,700.855
213,609.594
214,633.05
215,555.136
216,765.842
217,632.26
218,586.363
219,618.157
220,627.345
221,545.301
222,616.853
223,5.37289e+09
224,623.732
225,663.958
226,661.807
227,689.926
228,633.644
229,668.322
230,555.343
231,579.837
232,554.516
233,686.549
234,636.906
235,567.701
236,521.737
237,644.811
238,614.847
239,622.14
240,595.606
241,576.937
242,627.586
243,531.406
244,603.017
245,567.658
246,556.464
247,531.56
248,693.221
249,501.25
250,520.521
251,594.13
252,658.904
253,585.32
254,531.957
